id;titulo;temas;fontes;tags;descricao_do_conjunto_de_dados;tipos;descricao_do_tipo_de_arquivo;nome_arquivo;data_ref;data_lancamento
320;ShapeFile dos Setores censitários do município Passo Fundo / RS / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Passo Fundo / RS / Sul;Passo_Fundo.zip;2000;
321;ShapeFile dos Setores censitários do município Paulínia / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Paulínia / SP / Sudeste;Paulinia.zip;2000;
322;ShapeFile dos Setores censitários do município Paulista / PE / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Paulista / PE / Nordeste;Paulista.zip;2000;
323;ShapeFile dos Setores censitários do município Pedreira / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pedreira / SP / Sudeste;Pedreira.zip;2000;
324;ShapeFile dos Setores censitários do município Pedro Leopoldo / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pedro Leopoldo / MG / Sudeste;Pedro_Leopoldo.zip;2000;
325;ShapeFile dos Setores censitários do município Pelotas / RS / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pelotas / RS / Sul;Pelotas.zip;2000;
326;ShapeFile dos Setores censitários do município Peruíbe / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Peruíbe / SP / Sudeste;Peruibe.zip;2000;
327;ShapeFile dos Setores censitários do município Petrolina / PE / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Petrolina / PE / Nordeste;Petrolina.zip;2000;
328;ShapeFile dos Setores censitários do município Petrópolis / RJ / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Petrópolis / RJ / Sudeste;Petropolis.zip;2000;
329;ShapeFile dos Setores censitários do município Pilar / AL / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pilar / AL / Nordeste;Pilar.zip;2000;
330;ShapeFile dos Setores censitários do município Pinhais / PR / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pinhais / PR / Sul;Pinhais.zip;2000;
331;ShapeFile dos Setores censitários do município Piracicaba / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Piracicaba / SP / Sudeste;Piracicaba.zip;2000;
332;ShapeFile dos Setores censitários do município Pirapora do Bom Jesus / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pirapora do Bom Jesus / SP / Sudeste;Pirapora_do_Bom_Jesus.zip;2000;
333;ShapeFile dos Setores censitários do município Piraquara / PR / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Piraquara / PR / Sul;Piraquara.zip;2000;
334;ShapeFile dos Setores censitários do município Pirenópolis / GO / Centro-Oeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Pirenópolis / GO / Centro-Oeste;Pirenopolis.zip;2000;
335;ShapeFile dos Setores censitários do município Planaltina / GO / Centro-Oeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Planaltina / GO / Centro-Oeste;Planaltina.zip;2000;
336;ShapeFile dos Setores censitários do município Poá / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Poá / SP / Sudeste;Poa.zip;2000;
337;ShapeFile dos Setores censitários do município Ponta Grossa / PR / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Ponta Grossa / PR / Sul;Ponta_Grossa.zip;2000;
338;ShapeFile dos Setores censitários do município Portão / RS / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Portão / RS / Sul;Portao.zip;2000;
339;ShapeFile dos Setores censitários do município Porto Alegre / RS / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Porto Alegre / RS / Sul;Porto_Alegre.zip;2000;
340;ShapeFile dos Setores censitários do município Porto Velho / RO / Norte - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Porto Velho / RO / Norte;Porto_Velho.zip;2000;
341;ShapeFile dos Setores censitários do município Praia Grande / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Praia Grande / SP / Sudeste;Praia_Grande.zip;2000;
342;ShapeFile dos Setores censitários do município Presidente Prudente / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Presidente Prudente / SP / Sudeste;Presidente_Prudente.zip;2000;
343;ShapeFile dos Setores censitários do município Quatro Barras / PR / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Quatro Barras / PR / Sul;Quatro_Barras.zip;2000;
344;ShapeFile dos Setores censitários do município Queimados / RJ / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Queimados / RJ / Sudeste;Queimados.zip;2000;
345;ShapeFile dos Setores censitários do município Raposa / MA / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Raposa / MA / Nordeste;Raposa.zip;2000;
346;ShapeFile dos Setores censitários do município Raposos / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Raposos / MG / Sudeste;Raposos.zip;2000;
347;ShapeFile dos Setores censitários do município Recife / PE / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Recife / PE / Nordeste;Recife.zip;2000;
348;ShapeFile dos Setores censitários do município Ribeirão das Neves / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Ribeirão das Neves / MG / Sudeste;Ribeirao_das_Neves.zip;2000;
349;ShapeFile dos Setores censitários do município Ribeirão Pires / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Ribeirão Pires / SP / Sudeste;Ribeirao_Pires.zip;2000;
350;ShapeFile dos Setores censitários do município Ribeirão Preto / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Ribeirão Preto / SP / Sudeste;Ribeirao_Preto.zip;2000;
351;ShapeFile dos Setores censitários do município Rio Acima / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Acima / MG / Sudeste;Rio_Acima.zip;2000;
352;ShapeFile dos Setores censitários do município Rio Bonito / RJ / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Bonito / RJ / Sudeste;Rio_Bonito.zip;2000;
353;ShapeFile dos Setores censitários do município Rio Branco / AC / Norte - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Branco / AC / Norte;Rio_Branco.zip;2000;
354;ShapeFile dos Setores censitários do município Rio Branco do Sul / PR / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Branco do Sul / PR / Sul;Rio_Branco_do_Sul.zip;2000;
355;ShapeFile dos Setores censitários do município Rio Claro / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Claro / SP / Sudeste;Rio_Claro.zip;2000;
356;ShapeFile dos Setores censitários do município Rio de Janeiro / RJ / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio de Janeiro / RJ / Sudeste;Rio_de_Janeiro.zip;2000;
357;ShapeFile dos Setores censitários do município Rio Grande / RS / Sul - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Grande / RS / Sul;Rio_Grande.zip;2000;
358;ShapeFile dos Setores censitários do município Rio Grande da Serra / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Grande da Serra / SP / Sudeste;Rio_Grande_da_Serra.zip;2000;
359;ShapeFile dos Setores censitários do município Rio Largo / AL / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Largo / AL / Nordeste;Rio_Largo.zip;2000;
360;ShapeFile dos Setores censitários do município Rio Manso / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Manso / MG / Sudeste;Rio_Manso.zip;2000;
361;ShapeFile dos Setores censitários do município Rio Tinto / PB / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rio Tinto / PB / Nordeste;Rio_Tinto.zip;2000;
362;ShapeFile dos Setores censitários do município Rondonópolis / MT / Centro-Oeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Rondonópolis / MT / Centro-Oeste;Rondonopolis.zip;2000;
363;ShapeFile dos Setores censitários do município Sabará / MG / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Sabará / MG / Sudeste;Sabara.zip;2000;
364;ShapeFile dos Setores censitários do município Salesópolis / SP / Sudeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Salesópolis / SP / Sudeste;Salesopolis.zip;2000;
365;ShapeFile dos Setores censitários do município Salvador / BA / Nordeste - 2000;Divisão Territorial, cartografia e georreferenciamento#Demografia;IBGE#Ministério das Cidades;Setores censitários 2000#Setores censitários por Município - ano 2000;;cartográfico;Salvador / BA / Nordeste;Salvador.zip;2000;
